content,pubTime,title 
"
                                                    今年以来，福建省各级纷纷加大对水利建设的投入，将“六千”工程列为当地政府为民办实事项目，抓紧抓好，取得明显成效，现已超额完成“六千”水利工程建设年度任务，其中：千万农民饮水安全工程村级供水年度任务1400个，完成1503个，占任务107%，受益人口282万人；千座水库保安工程年度任务150座，完成155座，占任务104%；千万亩农田节水灌溉工程年度任务50万亩，完成51.5万亩，占任务103%；千万方山地水利工程年度任务建设山地蓄水池4064个20万方，完成山地蓄水池建设4719个30.8万方，分占任务116％、153%。小型水库任务20座，完成21座，占任务105%；千里河道清水工程年度任务100公里，已完成119公里，占任务119%；千万亩水土流失治理工程年度任务115万亩，共完成治理面积148万亩。（蔡晶）
                                            /n",2004-12-31,福建已超额完成“六千”水利工程建设年度任务
"
                                                    2004年度江苏省科技进步奖评选结果日前揭晓，河海大学一举获得其中6个奖项。其中王超教授领衔的“城市水生态系统建设模式及生态修复技术研究”荣获一等奖，唐洪武教授主持的“复杂水流的智能模拟测控技术研究与应用”、陈建生教授主持的“广义稀释法及非汛期堤坝渗漏示踪探测技术研究与应用”、王沛芳博士主持的“水域纳污能力及限制污染物排放总量计算方法与应用”均获二等奖，还有2个项目获三等奖。 

    在此前后，河海大学还获得国家科技进步二等奖2项，水利部、教育部、江西省、湖南省、中国航海学会、中国商业联合会等部省级科技进步一等至三等奖共9项，获奖数在全省高校名列前茅。(河海大学党办 钱熊)
                                            /n",2005-04-12,河海大学荣获6项江苏省科技进步奖
"
                                                    香港大学副校长、中国工程院院士、加拿大工程院院士李焯芬教授日前访问了河海大学，并代表香港大学土木工程系与河海大学土木工程学院签订了学术合作与交流协议。协议的主要内容有双方组团互访、互换访问学者、联合申报科研项目以及加强有关工作的协调联系等。

    河海大学土木工程学院和香港大学土木工程系在各自学校及本学科领域均为教学与科研实力雄厚的单位，特别在岩土工程方面处于国内领先地位。河海大学土木工程学院拥有岩土工程国家重点学科、土木工程和力学2个博士后流动站以及9个博士点、12个硕士点，而李焯芬院士是国际知名岩土工程专家，因此双方“牵手”可说是强强联合。

    李焯芬院士访问河海期间，参观了岩土工程重点实验室，与土木工程学院及岩土工程研究所的教师代表进行了座谈，并作了题为《水利水电工程建设中的岩土工程问题》的学术报告，受到数百名师生的热烈欢迎。（河海大学党办  钱熊）
                                            /n",2004-12-16,香港大学副校长李焯芬院士访问河海大学
"
                                                    河海大学的研究生培养规模近年来发展较快，现在校研究生已达5678人。为进一步加强研究生教学管理，规范研究生培养的各个环节，提高研究生培养质量，学校于日前决定开展研究生培养督导工作，由校长亲自聘任一批治学严谨、经验丰富的老教师为校研究生培养质量督导专家组成员。专家组成员将对研究生课程教学进行检查并对教学质量开展评估；参加研究生论文开题报告会、中期检查、答辩会等各个环节；参与优秀学位论文的培育工作；对研究生培养方案、课程体系、教学内容、教学方法、教学手段等方面的改革进行调查研究等。专家组每学期至少两次以书面形式向校长及研究生院反馈研究生培养的工作情况及建议。(河海大学党办  钱熊)
                                            /n",2004-12-23,河海大学开展研究生培养督导工作
"
                                                    日前，国家发改委和教育部正式发文，“同意河海大学等单位组建水资源高效利用与工程安全国家工程研究中心，并将该项目列入国家高技术产业发展项目计划。”

    水作为国家最重要的战略资源之一，对经济建设和社会发展至关重要。水能利用不仅涉及到国家资源安全，而且与构建合理的能源结构及改善环境密切相关。但是，我国由于洪涝灾害、干旱缺水、水质污染、水土流失等问题的恶化，严重制约甚至阻碍了经济建设和社会发展。因此，“水资源高效利用与工程安全国家工程研究中心”将主要在水资源高效利用、水污染控制、水利水电工程安全、长距离调水四个领域进行研究开发、成果推广和高层次人才培养，为我国水资源开发利用提供技术支持和人才支持。

    国家工程研究中心是国家科技发展计划的重要组成部分，是国家培养一流的工程技术人才、建设一流的工程化实验条件、促进技术创新及科技成果产业化的重要基地；建设单位必须在相关领域具有雄厚的研究开发实力，在国内同行中技术领先，在国际上有一定影响。“水资源高效利用与工程安全国家工程研究中心”在河海大学建设，是国家对学校办学水平的充分肯定，也是学校在积极参与国家科技发展计划、努力争取国家层面科技项目上继获准建设“水文水资源与水利工程科学国家重点实验室”后取得的又一重大突破，必将对学校在新世纪的建设与发展产生深远的影响。河海大学也成为极少数同时建设国家重点实验室和国家工程研究中心的高校之一。(河海大学党办 钱熊)
                                            /n",2005-04-12,河海大学获准建设“水资源高效利用与工程安全国家工程研究中心”
"
                                                    （中国水利学会通讯员蔡晶报道）4月14日，福建省防汛抗旱指挥部总指挥、省政府常务副省长刘德章率省政府办公厅、省水利厅、省军分区、武警福建省总队、省海洋与渔业局、省国土资源厅、省农业厅、省防汛办等有关部门负责人深入南平市检查指导防汛备汛工作。南平市委常委、农办主任刘明，副市长廖荣元等陪同参加了检查。

    刘副省长一行先后检查了沙溪口水电站、市防汛仓库、闽江洪水预警报南平分中心、延平区太平镇长万水库、南平市区鼓楼段防洪堤，检阅了抗洪抢险演练，并听取了南平市防汛工作汇报。

    刘副省长对南平市在今年防汛备汛中所做的大量扎实有效的工作给予充分肯定，并就做好下一步工作提出三点要求：

    一要克服麻痹思想，立足防汛抗灾。从气候条件看，今年入春以来第一场洪水，建瓯东游站、南平延福门站出现超警戒水位，三月中旬全市最低气温又创历史记录，今年可能发生洪水机率较高；从环境条件看，防汛任务较为艰巨，主要是涉河在建工程多，向河道弃土弃碴、人为涉障现象较为严重，一些建筑高劈坡导致泥石流可能性大。各级各部门要克服麻痹思想，立足防大汛、抗大灾，做到未雨绸缪、有备无患，解决上重视下不重视，责任不到位的问题，力争把灾害损失降到最低程度。

    二要尽早安排部署，做好防汛备汛。要进一步完善防洪预案与地质灾害预案，确保预案的可操作性和实用性，预案落实到位；要组织一次拉网式的防汛检查，确保检查不留死角，防止走过场，检查落实到位；要组织一次物资储备检查，确保设备完好率，物资落实到位；要组建一支来之能战，战之能胜的抗洪抢险队伍，队伍落实到位。

    三要科学指挥防汛，确保责任到位。水利、气象、水文等部门要加强会商，及时掌握雨情水情，为领导提供决策参考；要加强防汛值班，做到24小时轮班制，关键时刻领导要带班，坐镇指挥，确保指挥系统灵敏顺畅；要明确责任到岗，特别是水库行政负责人、技术责任人要及时到岗；水利部门要加快防汛视汛会议系统建设，确保通讯畅通、供电可靠。
                                            /n",2005-04-18,福建:刘德章常务副省长检查防汛 强调责任到位
"
                                                    中国水利学科建设和研究生教育研究会2005年年会于日前在重庆召开，来自全国27所主要水利学科研究生培养单位的70余名代表出席了会议。中国工程院院士梁应辰、韩其为，国务院学位委员会水利学科评议组成员姜弘道、张瑞凯、沈兵、周镜、王元战、许唯临等专家参加了年会。

　　年会开幕式由研究会秘书长、河海大学研究生院副院长任旭华教授主持，研究会会长、河海大学校长助理兼研究生院常务副院长徐卫亚教授致开幕词。开幕式上河海大学姜弘道教授作了“开展网格研究，构建创新平台”的特邀报告，清华大学于玉贞教授作了“加强研究生实践教育”的特邀报告，河海大学徐卫亚教授作了“关于水利学科概念、内涵和外延”的特邀报告。

　　本次年会的主题是水利学科建设，水利学科研究生培养质量的提高，研究生教育创新计划和水利工程领域专业学位培养。（河海大学党办  钱熊）
                                            /n",2005-04-21,中国水利学科建设和研究生教育研究会召开年会
"
                                                    突出一个中心，就是突出水利为海峡西岸经济区建设服务这个中心。要认真研究制定水利发展“十一五”规划，解决我省存在的洪涝灾害、干旱缺水、水污染和水土流失等四大水问题。在防洪减灾方面，要科学安排洪水出路，合理利用雨洪资源；在水资源供需方面，要协调好生活、生产、生态用水，全面建设节水型社会；在水土保持生态建设方面，要加强预防、监督和治理，充分发挥大自然的自我修复能力；在水资源保护方面，要加强水功能区管理，尤其要确保饮用水水源的安全。

    夯实两个基础，就是夯实水利工程建设和非工程建设两个基础。在工程建设上，要对现有水利工程进行一次认真的普查，对发现的问题采取有效措施，除险加固，更新改造，确保各类水利工程安全运行，真正发挥效益；在非工程建设上，要加快推进预警监测设施的现代化建设步伐，强化水利非工程措施的落实，对运行多年的设备、设施要进行升级改造，确保运行效益，不断提高水利防灾减灾的能力。

    强化三项工作，就是强化水安全、水资源优化配置和水环境治理三项工作。一是强化水安全工作。其重点是加强防洪安全和饮水安全。在防洪安全方面，要把确保人民群众生命财产安全放在首位，立足于防大汛、抗大灾、保安全、促发展，建立适应经济社会发展的防汛抗旱减灾体系；在饮水安全方面，要把保障饮水安全作为今后一个时期水利工作的第一要务，继续推进千万农民饮水工程建设，切实保护好饮用水水源，重点解决饮用水水质不达标及海岛、半岛地区饮用水源严重不足问题。二是强化水资源优化配置工作。在资源配置思路上，要树立全省“一盘棋”思想，坚持“两重两并一管理”；在资源配置布局上，要充分挖掘现有水利工程的潜力，突出抓好各区域水资源大中型蓄、引、堤、调等工程规划；要把建设节水型社会作为解决我省干旱缺水问题最根本的战略举措，建立合理的水价形成机制，完善水管理体制。三是强化水环境治理工作。要高度重视我省一些地方水资源的过度开发、浪费和水生态环境破坏等问题，保护修复水生态系统；要继续推进“五江一溪”等重点流域和城市内河、内湖综合整治，开展千公里河道疏浚整治，加强水葫芦清理整治工作；要进一步加强水资源保护，加强水质监测、水土监测和河道采砂及入河排污口的监督管理；要依法搞好流域开发规划、水电建设项目的环境影响评价，落实水生态和水环境的保护措施，促进水资源的可持续利用。
                                            /n",2005-04-21,福建：刘德章副省长对当前水利工作提出新要求
"
                                                    “江苏省长江河道监测管理系统重点项目研究室”揭牌仪式日前在河海大学举行。河海大学张长宽校长、严以新副校长和江苏省水利厅陶长生副厅长及双方有关部门负责人出席了揭牌仪式。

　　“江苏省长江河道监测管理系统”功能设计为长江防洪、河道整治、岸线及水工程、水资源及水环境四大管理子系统，技术设计为数据采集、数据整编、空间数据库、专业模型库和业务运行管理等五大技术层次。系统综合运用水利专业模型、3S、数据仓库、信息网络等现代高新信息技术，覆盖江苏省水利厅和南京、镇江、扬州、苏州、无锡、常州、南通、泰州沿江8市，形成经纬结构清晰、信息一体化的江苏长江决策管理系统。河海大学充分发挥多学科的综合优势，集中水资源环境、交通、海洋、计算机与信息工程等学院的专业力量，在该系统一期工程实施的长江防洪和河道整治两个子系统的公开招标中一举中标，项目经费537万元，期限9个月。（河海大学党办  钱熊）
                                            /n",2005-05-08,河海大学中标“江苏省长江河道监测管理系统”
"
                                                    由河海大学与加拿大多伦多大学合作建立的“中加瞬变流人仿真与控制研究中心”日前在河海大学正式成立。河海大学校长助理刘德有教授兼任中心中方主任，多伦多大学凯莱教授任中心加方主任。

    瞬变流也称非恒定流，是研究有压管道输水系统中关于“流量----压力”变化关系及动态过程或无压明渠输水系统中关于“流量----水位”变化关系及动态过程的专门学科，与当前我国正在兴建的南水北调工程密切相关。中心成立后，将开展长距离调水系统仿真调度研究，开发水力系统瞬变流仿真分析通用软件，并拟启动输水系统事故状况瞬变流动态监测系统优化分析方法研究课题。

    多伦多大学是一所世界一流大学，凯莱教授是国际瞬变流学术领域的著名专家。中心的成立将进一步加强河海大学的国际合作与交流，及时了解并介入该领域的国际学术活动，互派研究人员，联合培养研究生，巩固学校在该领域的国内一流地位。(河海大学党办 钱熊)
                                            /n",2005-05-13,河海大学成立“中加瞬变流人仿真与控制研究中心”
"
                                                    河海大学校长张长宽日前率团访问了水利部海河水利委员会，受到海委主任邓坚、副主任任宪韶的热烈欢迎和热情接待。访问期间，双方签订了合作发展协议书，张长宽校长和邓坚主任在协议书上签了字。

    协议书的主要内容有：河海大学优先向海委推荐优秀毕业生，为海委在职人员开展硕士、博士学位的学历教育或专业学位教育以及各种形式的非学历教育与培训，以国家及部省级重点实验室、工程研究中心为平台积极参与海河流域水问题研究，利用学校的国际影响及合作渠道为海委开展国际宣传与交流等；海委优先接受河海大学毕业生就业，优先向学校委托科研、开发及咨询项目，邀请学校专家参与项目规划、设计及审查，与学校共建人才培养实习基地，为学校师生的挂职锻炼、生产实习和社会实践活动提供便利等。

    海委是河海大学合作发展委员会的重要成员之一，双方长期保持着友好合作关系。此次合作发展协议书的签订，标志着双方的合作进入一个新的阶段。

    在津期间，张长宽校长还访问了天津市水利局和中水北方勘测设计有限责任公司。(河海大学党办 钱熊)
                                            /n",2005-05-18,河海大学与海委加强合作共谋发展
"
                                                    近日，福建省水利厅在福州市召开2005年全省水利系统总工座谈会，庄先厅长、林邦树副厅长、陈以确总工、施志群副总工出席会议并讲话，特邀专家、厅机关各处室负责人，各设区市水利局总工、厅属部分单位总工（技术负责人）共45人参加了会议。

    会议的主要任务是研究探讨如何进一步做好水利规划与前期工作，强化水利技术管理，为落实好全省水利各项任务提供强有力的技术支撑与服务。林副厅长在讲话中要求总工要为列入省级重点项目的水利工程提供技术保证，为全省“六千”水利工程项目实施提供技术服务。

    庄厅长最后强调，要强化对总工程师作用的认识。要认识到总工是水利技术总负责人和带头人，是水利科学发展的策划人。强化总工的作用是建设海峡西岸经济区的需要，是明确总工角色定位的需要，是破解水利“四大”难题的需要；要强化总工程师的职责，今年要着重做好四项工作：一是抓好各项重大规划，包括水资源规划、“十一五”规划、岸线规划、水土保持规划等。二是抓好水利项目前期工作。三是抓好重大水利科技项目的突破攻关和实用技术推广。四是抓好防汛技术管理工作。五是抓好技术培训和人才培养；要强化总工程师的自身素质建设，提高以科学发展观思维的能力、构建和谐社会的能力、业务工作的能力、依法行政的能力。
                                            /n",2005-05-20,福建召开2005年全省水利系统总工座谈会
"
                                                　　首届全国水工抗震防灾学术会议于10月28日至29日在河海大学举行，来自全国高等院校、科研院所及水利水电勘测、设计、建设单位的近400名专家学者及师生代表参加了会议。中国工程院院士陈厚群教授、吴中如教授，中国科学院院士林皋教授、张楚汉教授，中国水利发电工程学会常务副秘书长周尚洁副总工程师，河海大学党委书记林萍华教授，河海大学副校长严以新教授等出席了开幕式。开幕式由严以新副校长主持，林萍华、周尚洁分别致辞，抗震防灾专业委员会常务副主任、河海大学李同春教授作工作汇报。陈厚群院士、林皋院士、张楚汉院士就水工抗震防灾方面的前沿问题、重大问题及最新进展作了精彩的特邀报告。

    大会的分会场学术交流由河海大学张燎军教授和中国水科院胡晓教授等主持，专家们就高混凝土坝抗震、高土石坝抗震、边坡动力稳定、水工建筑物与地基材料动态特性、抗震安全评价体系、库区地震监测系统设计、水工建筑物抗震防灾与加固改造以及水工结构工程振动、爆炸与冲击等专题进行了广泛的交流与研讨。会议共收录交流论文70余篇，将由《河海大学学报》正式出版发行。

    本次会议由中国水力发电工程学会抗震防灾专业委员会主办，河海大学和中国水利水电科学研究院承办。该专业委员会是全国唯一的从事水利水电工程抗震防灾研究的专业学术组织，挂靠在河海大学水工结构研究所。

    本次会议是第一次全国水工抗震防灾领域的学术盛会，同时也是为将于2008年首次在我国召开的第十四届世界地震工程大会作前期准备的重要组成部分。（河海大学党办 钱熊）
                                            /n",2006-10-31,首届全国水工抗震防灾学术会议在河海大学举行
"
                                                    近日从日本传来消息，由河海大学水利水电工程学院刘斯宏教授开发的“土袋加固地基技术”荣获日本土木学会2004年度技术开发奖，这是日本土木工程界的最高奖项，也是刘斯宏教授继“现场直剪试验法的开发研究”获日本土木学会2003年度技术开发奖后再获该奖。由同一学者连续两年获该项大奖是十分罕见的。

    “土袋加固地基技术”从试验和理论两方面解明了土袋的力学机理，创造性地将历来仅用于应急（如防洪抢险）的土袋应用于水利工程、道路、房屋等地基基础加固工程中，不仅能提高地基的承载力，而且还具有减震、防冻融、有助废物利用等效果。该项技术在国外已有数百个工程成功应用的实例，目前刘斯宏教授正在国内积极推广。

    而“现场直剪试验法的开发研究”已在国内外广泛应用，江苏宜兴抽水蓄能电站等工程就运用了这项技术。(河海大学党办  钱熊)
                                            /n",2005-06-16,河海大学刘斯宏教授再获日本土木界最高奖
"
                                                    为深入贯彻福建省委、省政府《关于加快县域经济发展的若干意见》，福建省水利厅近日制定下发了《关于简政放权优化水利发展环境的若干意见》。

    该《意见》下放了三类审批权，即河道采砂许可审批按分级管理权限，全部下放到设区市、县（市、区）水行政主管部门审批、发证；在建水利工程度汛方案审批下放到设区市、县（市、区）水行政主管部门审批，属省级基建项目报省厅备案；水文资料使用审批下放给设区市水文水资源勘测分局，涉及机密和国家重点站的资料由省水文水资源勘测局审批。《意见》简化了水利项目的申报程序，规定今后凡各县（市、区）申请省级各类专项补助项目由县（市、区）财政局、水利局直接向省财政厅、水利厅申报，并抄送设区市财政和水行政主管部门备案。同时，要求凡由省厅制定的各类审批项目的申报表格能上网的一律实行网上下载。

    该《意见》立足改革创新，简政放权，扩大了县（市、区）水行政主管部门的经济社会管理审批权限，将进一步激活县域经济的内在活力，推动县域经济的发展，优化水利发展环境。（蔡晶）
                                            /n",2005-07-09,福建水利简政放权 推动县域经济发展
"
                                                    本站郑州7月13日讯（通讯员史俊超）日前，华北水利水电学院“黄河科学研究院教学实习基地”正式挂牌成立。该学院院长严大考、副院长冯跃志、刘汉东、教务处处长丁天彪、科研处处长谢伟、设备处副处长袁昕、水利系主任孙明权、黄河水利科学研究院院长时明立、书记高航、副院长姜乃迁、江恩惠等领导出席了揭牌仪式。严大考院长、黄河水利科学研究院高航书记为教学基地揭牌。

    黄科院院长时明立在挂牌仪式上发表了讲话。他说，黄河水利科学研究院是水利部黄河水利委员会所属以河流泥沙研究为中心的多学科、综合性水利科研机构，是我国水利系统重点科研单位之一，成立50多年以来，多次承担并完成了包括国家科学基金、国家科技重点攻关计划等国家级项目在内的科研任务，为黄河治理做出了重大贡献，江泽民、温家宝等国家领导人曾多次参观指导并给予高度评价。华北水利水电学院是一所以培养高素质水利专门人才为目标的高等院校，聚集着一大批水利界专家、学者，多年来为水利行业培养了众多优秀人才，在整个水利系统有良好的声誉。他希望两家单位能够通过多种途径进行更广泛的合作，利用双方近邻这一便利条件，在人才、设备等方面实现优势互补、共同提高。他承诺黄科院永远向华北水利水电学院的师生们开放，欢迎大家经常参观。

    严大考院长代表华北水院向黄河水利科学研究院表示诚挚的感谢。他强调，多年来黄科院一直支持华北水院的教学、科研等各项工作，此次教学实习基地的成立标志着双方的合作进入了新的阶段。
挂牌仪式结束后，我院领导和学生参观了亚洲最大的黄河模型――“模型黄河”。
                                            /n",2005-07-13,华北水院“黄河科学研究院教学实习基地”揭牌
"
                                                    10月27日，是河海大学建校91周年纪念日，学校隆重召开了“2006年度‘严恺教育科技基金’和‘徐芝纶教育基金’颁奖仪式暨河海大学建校91周年校庆报告会”。

    会上，校党委书记林萍华首先宣读了杰出校友、中国三峡总公司副总经理曹广晶发来的贺信。曹广晶校友以“在母校91岁华诞之际，备受世人瞩目的三峡工程蓄水达到156米，以这一令人振奋的喜事作为母校91华诞的贺礼！”充分表露出广大河海人对母校的深深眷恋！

    副校长严以新宣读了《关于公布2006年度严恺教育科技基金和徐芝纶教育基金有关奖项获奖人员的通知》，校领导为32名“严恺奖学金”获得者、10名“徐芝纶力学奖学金”获得者、6名“严恺港口航道及海岸海洋工程专项奖学金”获得者、2名“严恺教育奖”获得者、3名“徐芝纶教学奖”获得者和3名“严恺科技奖”获得者颁发了荣誉证书。   

    颁奖仪式结束后，严恺教育奖二等奖获得者吴凤平教授、徐芝纶教学奖二等奖获得者廖华丽副教授、严恺科技奖二等奖获得者吕海深副教授、严恺奖学金一等奖获得者黄鹭娜同学、徐芝纶力学奖学金一等奖获得者洪海春同学分别作了五场精彩的报告。

    校庆期间，学校及各院系还将举办各种类型的学术报告会100余场。（河海大学党办 钱熊）
                                            /n",2006-10-31,河海大学举办以学术报告为主要内容的校庆活动
"
                                                    水利部副部长、河海大学博士生导师索丽生教授在河海大学于今天举行的博导讲座上，作了题为《水利水电建设与生态环境保护》的学术报告。

    水利水电建设与生态环境保护的矛盾是当前的热门话题之一。索丽生副部长在报告中首先从中国的水资源特点与水利工程建设、能源概况与水电建设、机遇与约束这三个方面阐述了我国水利水电工程建设的前景，认为今后15至20年是水利水电建设的良好机遇期，这也是全面建设小康社会的要求，但生态保护将成为水利水电工程建设的重要制约因素。他接着就水利水电工程对生态与环境的积极作用和负面影响作了分析，提出了坚持人与自然和谐相处、做好战略规划，以人为本、做好移民安置工作，开拓创新、改进工程规划设计运行管理这样三项克服和减少负面影响的措施。他最后对当前学术界争议及社会关注的几个热点问题如美国是否在拆除大坝、中国水库大坝的拆（废）除情况、怒江开发与保护、淮河水污染防治等进行了详尽的分析和说明。报告贯穿党的十六大精神，体现了实事求是的科学态度，反映了新世纪水利水电建设的新思想和新观念，受到博、硕士研究生及导师的热烈欢迎，可容纳400多人的新研究生教学楼大报告厅不仅座无虚席，过道上还有不少站立者。

    河海大学校长张长宽教授主持了博导讲座。江苏省水利厅和南京水利科学研究院的部分科技人员也听取了报告。(河海大学党办 钱熊)
                                            /n",2005-05-24,索丽生副部长博导讲座在河海大学举行
"
                                                    5月22日至27日，教育部对河海大学的本科教学工作水平进行了评估。

    22日，学校召开教学评估汇报大会，以中山大学党委书记李延保教授为组长、中国传媒大学校长刘继南教授为副组长的教育部评估专家组出席大会，水利部副部长索丽生、江苏省副省长王湛、教育部高等教育教学评估中心主任刘凤泰、江苏省教育厅厅长王斌泰等领导专程出席了大会。河海大学党委书记林萍华致欢迎辞，校长张长宽作本科教学工作情况汇报。

    22至26日，专家组的13名专家对学校的本科教学工作进行了全面而深入的检查。专家们认真审阅了学校的自评报告及有关资料，在校本部和常州校区、江宁校区走访了21个教学院、系和8个职能部门，考察了18个公共教学设施、实验室和学生综合设施，召开了16个各类人员专题座谈会，旁听了40节课，抽查了2240份试卷和808份毕业论文，随机对300名学生进行了思想政治教育问卷调查，还随机抽样考察了学生的基础知识、基本技能以及早操、晚自习和文化素质教育活动情况。

    27日，专家组召开评估意见反馈大会。会议由专家组副组长刘继南校长主持，专家组组长李延保书记宣读了专家组评估意见。专家们一致认为，河海大学在长期的办学实践中，高度重视本科教学工作，坚持以人才培养为根本，不断加强教学基本建设，深化教育教学改革，强化教学管理，加大教学投入，改善办学条件，取得了显著的成效：一是历届主要领导办学思路清晰，学校定位准确，发展规划科学合理；二是构建了一支层次较高、教学科研能力较强的师资队伍；三是实验室、多媒体教室以及设备支持数量达到国家规定标准；四是形成了一批与国家及省部级重点学科相匹配的在全国有影响的优势专业；五是开发了本科教学信息管理系统，推进了教学资源优化组合；六是重视师德教育和学生道德教育及综合素质培养，效果明显。经过几代河海人的努力，学校形成了鲜明的特色：一是弘扬爱国爱水的校园文化精神，坚持“重道德、能吃苦、强实践、严要求、会创新、讲精神、善学习、促发展”的教育传统，培养了大批勇于献身水利事业、努力报效祖国的高素质人才，为国家的水利建设和社会主义建设做出了突出的贡献；二是建成了高水平的国家工科基础课程力学教学基地，并依托基地将基础教育、工程教育和创新教育紧密结合，取得了一批优秀教学成果，在校内及全国同行中起到了很好的示范和辐射作用。专家们同时提出以下建议：一是进一步加强对新专业建设的指导，加大师资队伍建设及经费投入的力度；二是进一步加强面广量大的基础课和实验课教学的建设与改革。河海大学校长张长宽代表学校对专家组的辛勤工作表示衷心的感谢，表示将对专家的意见和建议开展讨论，在深入领会的基础上制订并实施下一阶段的整改方案，从而持续提高学校的教学质量和办学水平，用实际行动感谢专家们的帮助。(
河海大学党办 钱熊)
                                            /n",2005-05-30,河海大学本科教学工作接受教育部评估
"
                                                    由国家教育部主办的“21世纪中国高等教育展”日前在美国西雅图隆重举行，50多所中国著名大学参加了展览。这是中国继在法国巴黎成功办展后又一次在西方发达国家举办的大规模、高层次的高等教育展，河海大学也在成功亮相塞纳河畔之后又一次精彩亮相太平洋彼岸。河海大学党委书记林萍华教授率学校代表团参加了展会。河海大学以设计新颖的展台、精心制作的英文宣传画册及光盘充分展示了学校悠久的历史和教学、科研、国际合作等建设与发展的成果，受到美国同行和众多参观者的瞩目。美国前教育部长Richard W.Riley先生、中国驻美大使周文重和教育部有关负责人等贵宾参观了河海大学展览，与林萍华教授及代表团成员亲切交谈，并在展台前合影留念；美国哥伦比亚大学、加州大学、马里兰大学、丹佛大学、佛罗里达大学、北亚里桑那大学等世界一流大学或著名高校的校长、副校长不仅仔细参观展览，还主动与代表团商谈合作事宜，并就开展教师交流、联合培养学生以及科研协作等方面达成了合作意向。

    展会及访美期间，林萍华教授还参加了主题为“在变化的世界中建设朝气蓬勃的高等教育”的中美大学校长论坛；代表团参加了美国国际教育工作者协会57届年会，访问了哥伦比亚大学、马里兰大学、华盛顿大学、西雅图太平洋大学以及微软公司总部，就新世纪的人才培养等问题与各高层负责人进行了研讨。通过以上活动，进一步扩大了学校的国际影响，拓展了与美国高校及科研单位的合作与交流。(河海大学党办  钱熊)
                                            /n",2005-06-29,河海大学精彩亮相太平洋彼岸
"
                                                    全国水文站站长培训班11月3日在河海大学举行。河海大学副校长、博士生导师吴远教授和水资源环境学院博士生导师崔广柏教授出席了开班典礼。吴校长代表河海大学欢迎各位学员参加本期培训班学习，并简要介绍了学校近期的建设和发展情况，同时希望学员珍惜此次培训机会，认真学习，相互交流，圆满完成本期培训班的培训任务。河海大学继续教育学院院长李冠华主持了开班典礼并转达了水利部水文局和中国水利教育协会对培训班的祝贺和对学员们的问候。

    本期培训班将进行为期一周的培训，主要学习内容包括现代水文发展方向、水文测验新技术、水文信息传输技术、水文资料整编理论与方法、领导科学等。培训期间还将结合学习内容参观和考察学校的重点实验室和南京下关水文站等。培训结束后将发给《中华人民共和国水利部水利行业培训证书》。

    本次培训班是经水利部水文局批准，由中国水利教育协会和河海大学共同举办的。来自江苏、浙江、上海、重庆、天津、广西、广东、湖南、新疆、西藏、湖北、黑龙江、福建、青海、河北、安徽、山西等17个省（自治区、直辖市）的92位水文站站长参加了本期培训班的学习。（河海大学党办 钱熊）

                                            /n",2006-11-13,全国水文站站长培训班在河海大学举行
"
                                                
   2006年10月20日，国家科技部基础研究司组织包括2名院士和4名国家重点实验室主任在内的9人验收专家组，在武汉大学对2003年11月批准依托武汉大学建设的水资源与水电工程科学国家重点实验室进行了验收。会议由国家科技部基础研究司沈建磊处长主持，依托建设单位武汉大学副校长周创兵到会致欢迎辞，湖北省副省长郭生练、国家教育部科学技术司李渝红处长到会并讲话，湖北省科技厅和武汉大学相关单位领导、代表60多人出席了验收会议。

    验收专家组听取了实验室主任谈广鸣教授的建设汇报，考察了实验室建设情况，审阅了验收申请报告和相关材料，并与实验室研究人员进行了座谈。经过认真讨论，验收专家组认为该实验室建设期研究方向明确、发展定位准确、队伍稳定、成果突出，注重年轻人才引进与培养，平台建设卓有成效，运行管理机制良好，总体完成了建设任务，一致同意该实验室通过验收。（武汉大学水电学院）


                                            /n",2006-11-14,水资源与水电工程科学国家重点实验室建设通过验收
